alignment,beat,contributory_cause,device_condition,dooring,dow,first_crash_type,hit_and_run,hour,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,intersection_related,lane_count,latitude,lighting_condition,longitude,month,most_severe_injury,num_units,posted_speed_limit,road_defect,roadway_surface_cond,street,traffic_control_device,trafficway_type,weather_condition,work_zone,year,i
straight_and_level,2433,unable_to_determine,no_controls,0,1,sideswipe_same_direction,0,9,0,0,2,0,0,0,1,41.995202853,daylight,-87.667890635,10,no_indication_of_injury,2,1,unknown,unknown,N GREENVIEW AVE,no_controls,not_divided,unknown,0,2016,24915
straight_and_level,1711,following_too_closely,no_controls,0,4,rear_end,0,12,0,0,2,0,0,0,4,41.990026177,daylight,-87.728602892,10,no_indication_of_injury,2,30,no_defects,dry,W PETERSON AVE,no_controls,not_divided,clear,0,2016,34338
straight_and_level,1832,following_too_closely,no_controls,0,1,turning,0,18,0,0,2,0,0,1,2,41.894089631,darkness,-87.629865221,10,no_indication_of_injury,2,30,no_defects,dry,N DEARBORN ST,no_controls,one-way,clear,0,2016,37526
straight_and_level,511,improper_lane_usage,no_controls,0,1,parked_motor_vehicle,0,14,0,0,1,0,0,0,0,41.721517344,"darkness,_lighted_road",-87.630891572,10,no_indication_of_injury,2,0,no_defects,dry,W 95TH ST,no_controls,parking_lot,clear,0,2016,43697
straight_and_level,1922,improper_lane_usage,no_controls,0,0,sideswipe_opposite_direction,0,15,0,0,2,0,0,0,2,41.941445045,daylight,-87.666937794,10,no_indication_of_injury,2,20,no_defects,dry,W SCHOOL ST,no_controls,not_divided,clear,0,2016,2960
straight_and_level,933,unable_to_determine,no_controls,0,2,parked_motor_vehicle,1,5,0,0,1,0,0,0,0,41.804453962,daylight,-87.645566275,10,no_indication_of_injury,2,0,no_defects,wet,S HALSTED ST,no_controls,other,clear,0,2016,6172
straight_and_level,922,following_too_closely,functioning_properly,0,2,rear_end,0,8,0,0,3,0,0,0,4,41.815470659,daylight,-87.702227345,10,no_indication_of_injury,2,30,no_defects,dry,S ARCHER AVE,traffic_signal,not_divided,clear,0,2016,21921
straight_and_level,911,unable_to_determine,no_controls,0,5,sideswipe_same_direction,0,8,0,0,2,0,0,0,2,41.828035141,daylight,-87.704697732,10,no_indication_of_injury,2,35,no_defects,dry,S KEDZIE AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,32798
straight_and_level,1614,failing_to_yield_right-of-way,no_controls,0,0,sideswipe_same_direction,0,10,0,0,3,0,0,0,4,41.977500343,daylight,-87.836754494,10,no_indication_of_injury,2,30,no_defects,dry,N CUMBERLAND AVE,no_controls,not_divided,clear,0,2016,42339
straight_and_level,1932,improper_backing,no_controls,0,3,pedalcyclist,1,7,0,0,2,0,0,0,2,41.932425892,daylight,-87.659975156,10,no_indication_of_injury,2,30,unknown,dry,W DIVERSEY PKWY,no_controls,divided_-_w/median_(not_raised),clear,0,2016,130063
straight_and_level,1225,failing_to_yield_right-of-way,no_controls,0,3,angle,0,2,0,0,2,0,0,0,4,41.867100711,"darkness,_lighted_road",-87.685906352,10,no_indication_of_injury,2,30,no_defects,dry,S WESTERN AVE,no_controls,alley,clear,0,2016,5866
straight_and_level,232,improper_turning/no_signal,no_controls,0,3,turning,0,16,0,0,1,2,0,1,4,41.789652732,daylight,-87.625426543,10,nonincapacitating_injury,2,30,no_defects,wet,S STATE ST,no_controls,not_divided,rain,0,2016,44613
straight_and_level,511,following_too_closely,no_controls,0,3,rear_end,0,7,0,0,2,0,0,0,2,41.710077231,daylight,-87.623434184,10,no_indication_of_injury,2,30,unknown,dry,S STATE ST,no_controls,not_divided,clear,0,2016,41196
straight_and_level,814,failing_to_yield_right-of-way,no_controls,0,3,turning,0,15,0,0,2,0,0,0,6,41.798758208,daylight,-87.743020541,10,no_indication_of_injury,2,30,no_defects,wet,S ARCHER AVE,no_controls,not_divided,rain,0,2016,52554
straight_and_level,2532,unable_to_determine,no_controls,0,5,rear_end,0,18,0,0,5,0,0,1,4,41.90960011,daylight,-87.756689896,10,no_indication_of_injury,3,30,no_defects,dry,W NORTH AVE,no_controls,not_divided,clear,0,2016,47163
straight_and_level,1433,failing_to_reduce_speed_to_avoid_crash,functioning_properly,0,6,rear_end,1,11,0,0,3,0,0,0,2,41.916590823,daylight,-87.666322331,10,no_indication_of_injury,3,30,no_defects,dry,W CORTLAND ST,traffic_signal,not_divided,clear,0,2016,26570
straight_and_level,1633,failing_to_yield_right-of-way,no_controls,0,2,angle,0,7,0,0,2,0,0,0,2,41.945971729,daylight,-87.768089017,10,no_indication_of_injury,2,30,unknown,dry,W ADDISON ST,no_controls,divided_-_w/median_(not_raised),clear,0,2016,40780
straight_and_level,2422,improper_backing,no_controls,0,4,parked_motor_vehicle,1,2,0,0,1,0,0,0,1,42.019112092,"darkness,_lighted_road",-87.667733007,10,no_indication_of_injury,2,10,no_defects,unknown,W HOWARD ST,no_controls,parking_lot,unknown,0,2016,34925
straight_and_level,1922,"operating_vehicle_in_erratic,_reckless,_careless,_negligent_or_aggressive_manner",no_controls,0,0,pedalcyclist,1,23,0,0,2,0,0,0,2,41.953228675,"darkness,_lighted_road",-87.6736235,10,no_indication_of_injury,2,30,"rut,_holes",dry,N RAVENSWOOD AVE,no_controls,not_divided,clear,0,2016,130058
straight_and_level,2532,unable_to_determine,no_controls,0,5,sideswipe_same_direction,0,18,0,0,1,1,0,0,1,41.909362438,dusk,-87.759534155,10,nonincapacitating_injury,2,30,no_defects,dry,N LOREL AVE,no_controls,one-way,clear,0,2016,42855
straight_and_level,213,improper_backing,functioning_properly,0,3,rear_end,0,14,0,0,2,0,0,0,2,41.829567213,daylight,-87.623366585,10,no_indication_of_injury,2,30,no_defects,wet,S MICHIGAN AVE,stop_sign/flasher,divided_-_w/median_(not_raised),clear,0,2016,47588
straight_and_level,1431,unable_to_determine,no_controls,0,3,sideswipe_same_direction,1,15,0,0,5,0,0,0,4,41.924777502,daylight,-87.689049516,10,no_indication_of_injury,2,30,no_defects,dry,W FULLERTON AVE,no_controls,not_divided,clear,0,2016,52387
straight_and_level,1012,improper_backing,no_controls,0,6,parked_motor_vehicle,1,12,0,0,1,0,0,0,0,41.858705992,daylight,-87.729984722,10,no_indication_of_injury,2,5,no_defects,dry,S KEELER AVE,no_controls,parking_lot,clear,0,2016,26967
straight_and_level,614,driving_skills/knowledge/experience,functioning_properly,0,3,sideswipe_same_direction,0,11,0,0,2,0,0,0,4,41.742729843,daylight,-87.682531672,10,no_indication_of_injury,2,30,no_defects,wet,S WESTERN AVE,traffic_signal,divided_-_w/median_(not_raised),rain,0,2016,34538
straight_and_level,2033,improper_backing,no_controls,0,3,rear_end,0,16,0,0,2,0,0,0,2,41.972213557,daylight,-87.6596091,10,no_indication_of_injury,2,10,no_defects,dry,N BROADWAY,no_controls,parking_lot,clear,0,2016,22461
straight_and_level,1533,unable_to_determine,functioning_properly,0,3,rear_end,0,15,0,0,1,2,0,0,2,41.881701626,daylight,-87.745836593,10,nonincapacitating_injury,2,30,no_defects,dry,W WASHINGTON BLVD,traffic_signal,not_divided,clear,0,2016,28999
straight_and_level,122,improper_turning/no_signal,functioning_properly,0,3,pedalcyclist,0,8,0,0,2,0,0,1,2,41.885761124,daylight,-87.632595153,10,no_indication_of_injury,2,25,no_defects,dry,N LA SALLE ST,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,130052
straight_and_level,1834,failing_to_yield_right-of-way,other,0,3,pedalcyclist,0,13,0,0,1,1,0,1,2,41.891791463,daylight,-87.627657741,10,nonincapacitating_injury,2,30,no_defects,wet,E GRAND AVE,other,one-way,rain,0,2016,130074
straight_and_level,1213,distraction_-_from_inside_vehicle,no_controls,0,4,rear_end,0,8,0,0,4,0,0,0,2,41.902294133,daylight,-87.665048712,10,no_indication_of_injury,3,0,no_defects,dry,N MILWAUKEE AVE,no_controls,not_divided,clear,0,2016,38286
straight_and_level,2533,following_too_closely,functioning_properly,0,2,rear_end,0,7,0,0,2,0,1,0,4,41.909200724,dawn,-87.745968101,10,"reported,_not_evident",2,30,no_defects,dry,N CICERO AVE,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,37978
straight_and_level,1934,improper_overtaking/passing,no_controls,0,5,rear_end,1,7,0,0,2,0,0,0,1,41.937771263,daylight,-87.637455976,10,no_indication_of_injury,2,45,unknown,dry,N LAKE SHORE DR,no_controls,ramp,clear,0,2016,43034
straight_and_level,2232,unable_to_determine,no_controls,0,3,parked_motor_vehicle,1,13,0,0,1,0,0,0,4,41.709564848,daylight,-87.642754916,10,no_indication_of_injury,2,30,no_defects,wet,S HALSTED ST,no_controls,not_divided,rain,0,2016,47162
straight_and_level,2514,following_too_closely,no_controls,0,3,parked_motor_vehicle,1,16,0,0,1,0,0,0,1,41.934798272,daylight,-87.767879257,11,no_indication_of_injury,2,30,no_defects,dry,W WELLINGTON AVE,no_controls,one-way,clear,0,2016,25506
straight_and_level,735,not_applicable,no_controls,0,5,parked_motor_vehicle,1,20,0,0,1,0,0,0,2,41.76837978,darkness,-87.669510097,11,no_indication_of_injury,3,30,no_defects,dry,W 69TH ST,no_controls,not_divided,clear,0,2016,53288
straight_and_level,2532,unable_to_determine,no_controls,0,3,parked_motor_vehicle,1,14,0,0,1,0,0,0,1,41.912139581,daylight,-87.761722947,11,no_indication_of_injury,2,30,no_defects,dry,N LOTUS AVE,no_controls,one-way,clear,0,2016,29244
straight_and_level,2413,unable_to_determine,no_controls,0,6,parked_motor_vehicle,0,23,0,0,1,0,0,0,2,41.990583927,unknown,-87.693847565,11,no_indication_of_injury,2,30,unknown,unknown,W PETERSON AVE,no_controls,divided_-_w/median_barrier,unknown,0,2016,37410
straight_and_level,1931,failing_to_yield_right-of-way,functioning_properly,0,4,sideswipe_same_direction,1,8,0,0,3,0,0,0,2,41.937963553,daylight,-87.688291932,11,no_indication_of_injury,2,30,unknown,dry,N WESTERN AVE,other_warning_sign,not_divided,clear,1,2016,41321
straight_and_level,911,following_too_closely,functioning_properly,0,2,rear_end,0,7,0,0,2,0,0,0,4,41.823360506,daylight,-87.684401754,11,no_indication_of_injury,2,30,no_defects,dry,S WESTERN BLVD,traffic_signal,divided_-_w/median_barrier,clear,0,2016,44471
straight_and_level,2515,unable_to_determine,no_controls,0,4,parked_motor_vehicle,1,15,0,0,1,0,0,0,1,41.925595669,daylight,-87.769843366,11,no_indication_of_injury,2,30,no_defects,dry,N MANGO AVE,no_controls,one-way,clear,0,2016,57139
straight_and_level,815,unable_to_determine,functioning_properly,0,3,pedalcyclist,0,20,0,0,2,0,0,1,4,41.793153227,darkness,-87.741893321,11,no_indication_of_injury,2,35,no_defects,wet,S CICERO AVE,traffic_signal,divided_-_w/median_(not_raised),rain,0,2016,130088
straight_and_level,2532,unable_to_determine,no_controls,0,1,parked_motor_vehicle,1,17,0,0,1,0,0,0,1,41.913332321,dusk,-87.759326705,11,no_indication_of_injury,2,30,no_defects,dry,N LOREL AVE,no_controls,not_divided,clear,0,2016,31439
straight_and_level,722,disregarding_stop_sign,functioning_properly,0,3,angle,1,16,0,0,1,0,2,1,2,41.774347541,daylight,-87.636998022,11,"reported,_not_evident",2,30,no_defects,dry,S NORMAL BLVD,stop_sign/flasher,not_divided,clear,0,2016,28924
straight_and_level,511,disregarding_stop_sign,no_controls,0,6,turning,0,9,0,0,2,0,0,0,2,41.72207373,daylight,-87.595940314,11,no_indication_of_injury,2,30,no_defects,dry,E 95TH ST,stop_sign/flasher,not_divided,clear,0,2016,43695
straight_and_level,1424,failing_to_reduce_speed_to_avoid_crash,no_controls,0,2,rear_end,0,17,0,0,2,0,0,0,2,41.905050718,"darkness,_lighted_road",-87.677457997,11,no_indication_of_injury,2,30,no_defects,dry,N DAMEN AVE,no_controls,not_divided,clear,0,2016,40575
straight_and_level,1234,unable_to_determine,functioning_properly,0,3,angle,0,16,0,0,5,0,0,1,4,41.854217387,daylight,-87.668671487,11,no_indication_of_injury,2,30,no_defects,dry,W 21ST ST,stop_sign/flasher,divided_-_w/median_(not_raised),clear,0,2016,25554
straight_and_level,2515,not_applicable,no_controls,0,3,parked_motor_vehicle,1,13,0,0,1,0,0,0,1,41.918610095,daylight,-87.759516916,11,no_indication_of_injury,2,15,no_defects,dry,N LOREL AVE,no_controls,one-way,clear,0,2016,45090
straight_and_level,2031,following_too_closely,no_controls,0,6,rear_end,0,17,0,0,3,0,0,0,4,41.975834042,"darkness,_lighted_road",-87.685545989,11,no_indication_of_injury,2,30,no_defects,dry,W FOSTER AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,54000
straight_and_level,323,improper_overtaking/passing,no_controls,0,5,turning,0,23,0,0,2,0,0,0,2,41.758733043,"darkness,_lighted_road",-87.60158338,11,no_indication_of_injury,2,30,no_defects,dry,E 75TH ST,no_controls,divided_-_w/median_(not_raised),clear,0,2016,27913
straight_and_level,2513,unable_to_determine,functioning_properly,0,3,angle,0,21,0,0,2,0,0,1,4,41.914571876,"darkness,_lighted_road",-87.795107461,11,no_indication_of_injury,2,30,no_defects,dry,N OAK PARK AVE,stop_sign/flasher,not_divided,clear,0,2016,35345
straight_and_level,1031,improper_lane_usage,functioning_properly,0,6,sideswipe_same_direction,0,4,0,0,1,0,0,0,2,41.844011646,"darkness,_lighted_road",-87.733705869,11,no_indication_of_injury,2,30,no_defects,dry,W 26TH ST,other_warning_sign,divided_-_w/median_(not_raised),clear,0,2016,54857
straight_and_level,912,unable_to_determine,no_controls,0,3,sideswipe_same_direction,0,19,0,0,2,0,0,0,1,41.834311071,darkness,-87.663899893,11,no_indication_of_injury,2,30,no_defects,dry,W 33RD ST,no_controls,parking_lot,clear,0,2016,39464
straight_and_level,1811,unable_to_determine,no_controls,0,5,rear_end,0,11,0,0,5,0,0,0,2,41.919318136,daylight,-87.661423139,11,no_indication_of_injury,2,0,no_defects,dry,N CLYBOURN AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,46637
straight_and_level,612,unable_to_determine,no_controls,0,1,pedestrian,1,18,0,0,1,0,1,0,2,41.752269696,"darkness,_lighted_road",-87.653931607,11,"reported,_not_evident",2,30,unknown,wet,S RACINE AVE,no_controls,divided_-_w/median_(not_raised),rain,0,2016,56872
straight_and_level,332,improper_lane_usage,no_controls,0,2,parked_motor_vehicle,1,6,0,0,1,0,0,0,1,41.769995226,"darkness,_lighted_road",-87.582412908,11,no_indication_of_injury,2,15,no_defects,wet,S RIDGELAND AVE,no_controls,one-way,clear,0,2016,40244
straight_and_level,113,unable_to_determine,functioning_properly,0,3,rear_end,0,7,0,0,2,0,0,0,4,41.878116015,dawn,-87.627528399,11,no_indication_of_injury,2,30,no_defects,wet,S STATE ST,traffic_signal,divided_-_w/median_barrier,rain,0,2016,25914
straight_and_level,133,unable_to_determine,no_controls,0,0,parked_motor_vehicle,1,22,0,0,1,0,0,0,1,41.845639151,daylight,-87.619009186,11,no_indication_of_injury,2,30,no_defects,dry,S CALUMET AVE,no_controls,not_divided,clear,0,2016,38336
straight_and_level,114,following_too_closely,no_controls,0,5,rear_end,0,14,0,0,2,0,0,0,4,41.873353943,daylight,-87.618351154,11,no_indication_of_injury,2,40,no_defects,dry,E BALBO DR,no_controls,divided_-_w/median_barrier,clear,0,2016,33474
straight_and_level,1113,unable_to_determine,no_controls,0,0,parked_motor_vehicle,1,17,0,0,1,0,0,0,2,41.881813383,darkness,-87.735941108,11,no_indication_of_injury,2,30,no_defects,dry,W WASHINGTON BLVD,no_controls,not_divided,clear,0,2016,36524
straight_and_level,814,following_too_closely,no_controls,0,2,rear_end,0,7,0,0,2,0,0,0,4,41.795877225,daylight,-87.762037218,11,no_indication_of_injury,2,30,no_defects,dry,S ARCHER AVE,no_controls,not_divided,clear,0,2016,30502
straight_and_level,1411,unable_to_determine,no_controls,0,4,sideswipe_same_direction,1,10,0,0,2,0,0,0,4,41.932239496,daylight,-87.692831495,11,no_indication_of_injury,2,35,no_defects,dry,W DIVERSEY AVE,no_controls,not_divided,clear,0,2016,44886
straight_and_level,1622,improper_backing,no_controls,0,2,parked_motor_vehicle,0,5,0,0,1,0,0,0,0,41.975911065,"darkness,_lighted_road",-87.78772272,11,no_indication_of_injury,2,10,no_defects,dry,N NAGLE AVE,no_controls,parking_lot,clear,0,2016,55827
straight_and_level,1013,improper_backing,no_controls,0,1,parked_motor_vehicle,0,22,0,0,2,0,0,0,4,41.849058801,"darkness,_lighted_road",-87.735399982,11,no_indication_of_injury,2,30,no_defects,dry,S KENNETH AVE,no_controls,not_divided,clear,0,2016,33140
straight_and_level,1032,physical_condition_of_driver,no_controls,0,2,rear_end,0,7,0,0,3,0,0,0,4,41.842872349,daylight,-87.71459778,11,no_indication_of_injury,2,30,no_defects,wet,S CENTRAL PARK AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,42563
straight_and_level,321,failing_to_yield_right-of-way,functioning_properly,0,4,angle,0,17,0,0,2,0,0,0,2,41.775064818,"darkness,_lighted_road",-87.586416575,11,no_indication_of_injury,2,15,no_defects,dry,E MARQUETTE RD,traffic_signal,not_divided,clear,0,2016,52562
straight_and_level,113,unable_to_determine,functioning_properly,0,5,rear_end,0,9,0,0,3,0,0,1,2,41.876994246,daylight,-87.62750704,11,no_indication_of_injury,2,30,no_defects,dry,S STATE ST,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,47854
straight_on_grade,322,improper_lane_usage,no_controls,0,2,angle,1,15,0,0,3,0,0,0,2,41.772475585,daylight,-87.624974874,11,no_indication_of_injury,2,55,no_defects,dry,S STATE ST,no_controls,ramp,clear,0,2016,48196
straight_and_level,1532,unable_to_determine,unknown,0,0,parked_motor_vehicle,0,22,0,0,2,0,0,1,1,41.888555437,"darkness,_lighted_road",-87.748152391,11,no_indication_of_injury,2,30,unknown,dry,W HUBBARD ST,stop_sign/flasher,one-way,clear,0,2016,55606
straight_and_level,1434,unable_to_determine,unknown,0,2,sideswipe_same_direction,0,17,0,0,3,0,0,0,4,41.916715309,unknown,-87.687473653,11,no_indication_of_injury,2,30,unknown,unknown,N MILWAUKEE AVE,unknown,unknown,unknown,0,2016,42008
straight_and_level,1234,failing_to_yield_right-of-way,no_controls,0,5,sideswipe_same_direction,0,11,0,0,6,0,0,0,2,41.857678553,daylight,-87.683470557,11,no_indication_of_injury,2,30,no_defects,dry,W 18TH ST,no_controls,divided_-_w/median_(not_raised),clear,0,2016,29091
straight_and_level,915,unable_to_determine,no_controls,0,6,sideswipe_same_direction,0,16,0,0,2,0,0,0,2,41.827372419,dusk,-87.641000259,11,no_indication_of_injury,2,30,unknown,dry,S WALLACE ST,no_controls,not_divided,clear,0,2016,34134
straight_and_level,2433,unable_to_determine,no_controls,0,1,parked_motor_vehicle,1,9,0,0,1,0,0,0,1,41.992561553,daylight,-87.674700725,11,no_indication_of_injury,2,30,no_defects,dry,N RAVENSWOOD AVE,no_controls,one-way,clear,0,2016,33414
straight_and_level,1523,improper_lane_usage,functioning_properly,0,0,sideswipe_same_direction,1,8,0,0,3,0,0,0,2,41.885007449,daylight,-87.755382542,11,no_indication_of_injury,2,30,no_defects,dry,N LARAMIE AVE,traffic_signal,not_divided,clear,0,2016,40942
straight_and_level,1711,not_applicable,no_controls,0,1,rear_end,1,13,0,0,2,0,0,0,2,41.997258819,daylight,-87.711571703,11,no_indication_of_injury,2,35,no_defects,wet,N MC CORMICK RD,no_controls,not_divided,rain,0,2016,47430
straight_and_level,1834,improper_lane_usage,no_controls,0,6,sideswipe_same_direction,0,14,0,0,2,0,0,0,2,41.894370287,daylight,-87.616875203,11,no_indication_of_injury,2,30,no_defects,dry,E ERIE ST,no_controls,one-way,clear,0,2016,50081
straight_and_level,1224,unable_to_determine,functioning_properly,0,5,turning,0,6,0,0,2,0,0,0,4,41.878917571,"darkness,_lighted_road",-87.66937644,11,no_indication_of_injury,2,30,no_defects,dry,S PAULINA ST,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,35726
straight_and_level,1921,failing_to_yield_right-of-way,functioning_properly,0,1,turning,0,17,0,0,2,0,0,1,4,41.948795618,darkness,-87.678667496,11,no_indication_of_injury,2,30,no_defects,dry,W WAVELAND AVE,stop_sign/flasher,other,clear,0,2016,37267
straight_and_level,821,unable_to_determine,no_controls,0,2,parked_motor_vehicle,0,11,0,0,1,0,0,0,0,41.808203054,daylight,-87.704125461,11,no_indication_of_injury,2,20,no_defects,dry,S KEDZIE AVE,no_controls,parking_lot,clear,0,2016,41758
straight_and_level,1121,unable_to_determine,functioning_properly,0,2,other_object,0,8,0,0,3,0,0,1,0,41.895412626,daylight,-87.711580054,11,no_indication_of_injury,1,30,no_defects,dry,N HOMAN AVE,traffic_signal,other,clear,0,2016,48257
straight_and_level,1222,exceeding_authorized_speed_limit,functioning_properly,0,4,angle,0,1,0,0,4,0,1,1,2,41.882049291,"darkness,_lighted_road",-87.701356421,11,"reported,_not_evident",2,30,no_defects,wet,W WARREN BLVD,traffic_signal,not_divided,rain,0,2016,31089
straight_and_level,1232,disregarding_stop_sign,functioning_properly,0,2,angle,0,10,0,0,1,1,0,1,2,41.878018745,daylight,-87.649640824,11,nonincapacitating_injury,2,35,no_defects,dry,W JACKSON BLVD,stop_sign/flasher,not_divided,clear,0,2016,49082
straight_and_level,114,improper_turning/no_signal,no_controls,0,3,turning,0,19,0,0,4,0,0,0,2,41.886199494,"darkness,_lighted_road",-87.622206372,11,no_indication_of_injury,2,30,unknown,dry,N LOWER STETSON AVE,no_controls,not_divided,clear,0,2016,26043
straight_and_level,122,following_too_closely,functioning_properly,0,1,rear_end,0,17,0,0,2,0,0,0,3,41.885628149,darkness,-87.632372297,11,no_indication_of_injury,2,30,no_defects,dry,W LAKE ST,traffic_signal,one-way,clear,0,2016,34776
straight_and_level,834,unable_to_determine,no_controls,0,3,rear_end,0,16,0,0,2,0,0,0,4,41.736847474,daylight,-87.702197507,11,no_indication_of_injury,2,25,no_defects,dry,S KEDZIE AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,35532
straight_and_level,122,improper_overtaking/passing,functioning_properly,0,1,sideswipe_same_direction,0,15,0,0,2,0,0,0,2,41.884579473,daylight,-87.633822522,11,no_indication_of_injury,2,30,no_defects,wet,W RANDOLPH ST,traffic_signal,one-way,rain,0,2016,24840
straight_and_level,224,unable_to_determine,no_controls,0,3,parked_motor_vehicle,1,9,0,0,1,0,0,0,4,41.809177877,unknown,-87.61673009,11,no_indication_of_injury,2,30,no_defects,dry,S DR MARTIN LUTHER KING JR DR,no_controls,divided_-_w/median_(not_raised),clear,0,2016,51337
straight_and_level,1632,following_too_closely,no_controls,0,1,rear_end,0,14,0,0,2,0,0,0,2,41.945391185,daylight,-87.795835745,11,no_indication_of_injury,2,30,no_defects,dry,N OAK PARK AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,40409
straight_and_level,1932,failing_to_reduce_speed_to_avoid_crash,functioning_properly,0,3,rear_end,0,18,0,0,2,0,0,0,2,41.932445417,darkness,-87.658767382,11,no_indication_of_injury,2,30,no_defects,dry,W DIVERSEY PKWY,traffic_signal,not_divided,clear,0,2016,36658
straight_and_level,1831,failing_to_yield_right-of-way,functioning_improperly,0,3,angle,0,12,0,0,2,0,0,1,2,41.893129664,daylight,-87.63546666,11,no_indication_of_injury,2,30,no_defects,dry,N FRANKLIN ST,traffic_signal,not_divided,clear,0,2016,42634
straight_and_level,2522,unable_to_determine,unknown,0,6,rear_end,0,23,0,0,5,0,0,0,2,41.922931043,darkness,-87.746119478,11,no_indication_of_injury,2,30,unknown,dry,N CICERO AVE,unknown,divided_-_w/median_(not_raised),clear,0,2016,26528
straight_and_level,112,improper_lane_usage,no_controls,0,3,sideswipe_same_direction,0,8,0,0,2,0,0,0,2,41.880664578,daylight,-87.627089364,11,no_indication_of_injury,2,30,no_defects,dry,E MONROE ST,no_controls,one-way,clear,0,2016,40048
straight_and_level,121,improper_lane_usage,unknown,0,3,sideswipe_same_direction,0,8,0,0,2,0,0,0,3,41.88329078,daylight,-87.63968609,11,no_indication_of_injury,2,25,no_defects,dry,W WASHINGTON ST,lane_use_marking,one-way,clear,0,2016,50331
straight_and_level,322,driving_skills/knowledge/experience,no_controls,0,5,parked_motor_vehicle,1,15,0,0,1,0,0,0,4,41.770027599,daylight,-87.615227008,11,no_indication_of_injury,2,30,no_defects,wet,S DR MARTIN LUTHER KING JR DR,no_controls,divided_-_w/median_(not_raised),rain,0,2016,36749
straight_and_level,414,not_applicable,no_controls,0,1,sideswipe_same_direction,0,3,0,0,2,0,0,0,2,41.752623776,darkness,-87.583188005,11,no_indication_of_injury,2,30,no_defects,dry,S EAST END AVE,no_controls,not_divided,clear,0,2016,31580
straight_and_level,1123,unable_to_determine,functioning_properly,0,3,turning,0,7,0,0,2,0,0,1,2,41.880776178,daylight,-87.713482049,11,no_indication_of_injury,2,30,no_defects,dry,W MADISON ST,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,27697
straight_and_level,332,following_too_closely,functioning_properly,0,2,rear_end,0,7,0,0,2,0,0,0,2,41.766259946,daylight,-87.586724049,11,no_indication_of_injury,2,15,no_defects,wet,E 71ST ST,traffic_signal,one-way,clear,0,2016,32625
straight_and_level,2513,failing_to_yield_right-of-way,functioning_properly,0,2,angle,1,21,0,0,4,0,0,1,1,41.912770289,"darkness,_lighted_road",-87.794965027,11,no_indication_of_injury,2,30,no_defects,dry,W BLOOMINGDALE AVE,stop_sign/flasher,not_divided,clear,0,2016,56413
straight_and_level,912,unable_to_determine,functioning_properly,0,0,sideswipe_same_direction,0,15,0,0,4,0,0,0,2,41.837785615,daylight,-87.665345259,11,no_indication_of_injury,2,30,no_defects,dry,S ARCHER AVE,stop_sign/flasher,not_divided,clear,0,2016,40517
straight_and_level,714,unable_to_determine,functioning_properly,0,5,rear_end,1,16,0,0,3,0,0,1,2,41.779639692,dusk,-87.673761031,11,no_indication_of_injury,2,30,no_defects,wet,S DAMEN AVE,traffic_signal,other,clear,0,2016,27923
straight_and_level,813,unable_to_determine,unknown,0,3,rear_end,0,12,0,0,2,0,0,1,0,41.792910883,daylight,-87.742077343,11,no_indication_of_injury,2,30,unknown,unknown,S CICERO AVE,traffic_signal,not_divided,unknown,0,2016,27904
straight_and_level,533,"evasive_action_due_to_animal,_object,_nonmotorist",no_controls,0,4,parked_motor_vehicle,0,15,0,0,1,1,0,0,2,41.652945792,daylight,-87.610470182,11,nonincapacitating_injury,2,30,no_defects,dry,S EBERHART AVE,no_controls,not_divided,clear,0,2016,50805
straight_and_level,935,improper_turning/no_signal,functioning_properly,0,4,turning,0,19,0,0,3,0,0,0,4,41.794622829,"darkness,_lighted_road",-87.633063763,11,no_indication_of_injury,2,30,no_defects,dry,W GARFIELD BLVD,traffic_signal,divided_-_w/median_barrier,clear,0,2016,38370
straight_and_level,1923,unable_to_determine,no_controls,0,1,parked_motor_vehicle,1,17,0,0,1,0,0,0,2,41.950526917,"darkness,_lighted_road",-87.65427957,11,no_indication_of_injury,2,30,no_defects,wet,N SHEFFIELD AVE,no_controls,not_divided,rain,0,2016,49371
straight_and_level,622,unable_to_determine,no_controls,0,0,angle,0,14,0,0,3,0,0,0,1,41.743662012,daylight,-87.631054218,11,no_indication_of_injury,2,15,no_defects,dry,W 83RD ST,no_controls,parking_lot,clear,0,2016,55664
straight_and_level,1513,unable_to_determine,no_controls,0,3,sideswipe_same_direction,0,12,0,0,2,0,0,0,2,41.879714362,daylight,-87.774496221,11,no_indication_of_injury,2,30,no_defects,wet,S AUSTIN BLVD,no_controls,not_divided,rain,0,2016,49476
